CompanyID,Age,YearFounded,GrowthStageGroup,GrowthNextStageGroup,TimeNextStageGroup,N_Deal,TotalRaised,Percent_Females,Is_Eco,Is_Eng,Is_NS,Is_Hum,Is_SS,Is_Med,Is_Law,Is_IT,Institute,WorkExp_Idx_Mean,Total_Founders,Is_Debt,Is_SpinOff,Is_CrowdFunding,MeanMedianRoundAmount_cum,Is_Accelerator,has_Corporate,has_VentureCapital,has_PublicInvestor,has_Angel_Lead,has_Corporate_Lead,has_VentureCapital_Lead,has_Accelerator_Lead,has_PrivateEquity_Lead,has_PublicInvestor_Lead,HQCountry,PrimaryIndustrySector,SimilarityScoreMean,N_Competitors,Same_Country,Highest_Degree_CEO,Gender_CEO,MeanTotalInvestments_cum,WorkExperienceIndex_CEO,Is_Angel,Total_People,Is_Grant,has_PrivateEquity,TotalInvestors,Highest_Degree_Mean,Avg_Earliest_Year,UndisclosedAmountShare,N_Similar
3,0,2014,,,4,0,0.0,0.0,false,false,false,false,false,false,false,true,Universita di Cagliari,-0.013971459800196576,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Spain,Information Technology,55.0,1,0,4,Male,,-0.013971459800196576,false,1,false,false,0,4.0,2013.0,0.0,1
3,1,2014,Early,Out,3,1,0.05,0.0,false,false,false,false,false,false,false,true,Universita di Cagliari,-0.3376408972852714,1,false,false,false,0.1,true,false,false,false,false,false,false,true,false,false,Spain,Information Technology,55.0,1,0,4,Male,300.0,-0.013971459800196576,false,2,false,false,1,3.0,2012.5,0.0,1
3,2,2014,Early,Out,2,1,0.0,0.0,false,false,false,false,false,false,false,true,Universita di Cagliari,-0.3376408972852714,1,false,false,false,0.1,true,false,false,false,false,false,false,true,false,false,Spain,Information Technology,55.0,1,0,4,Male,300.0,-0.013971459800196576,false,2,false,false,1,3.0,2012.5,0.0,1
3,3,2014,Early,Out,1,1,0.0,0.0,false,false,false,false,false,false,false,true,Universita di Cagliari,-0.3376408972852714,1,false,false,false,0.1,true,false,false,false,false,false,false,true,false,false,Spain,Information Technology,55.0,1,0,4,Male,300.0,-0.013971459800196576,false,2,false,false,1,3.0,2012.5,0.0,1
4,0,2015,Early,Early,6,1,0.1,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
4,1,2015,Early,Early,5,1,0.0,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
4,2,2015,Early,Early,4,1,0.0,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
4,3,2015,Early,Early,3,1,0.0,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
4,4,2015,Early,Early,2,1,0.0,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
4,5,2015,Early,Early,1,1,0.0,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
4,6,2015,Early,Early,0,1,0.0,0.0,true,false,false,false,false,false,false,false,INSEAD,-0.06517073594751073,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,France,Consumer Products and Services,0.0,0,0,4,Male,,-0.06517073594751073,false,1,true,false,0,4.0,,0.0,0
5,0,2011,,,8,0,0.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.6630317405861333,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Energy,0.0,0,0,,,,,false,1,false,false,0,4.0,2005.0,0.0,0
5,1,2011,Early,Later,6,1,0.2,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.6630317405861333,1,false,false,false,0.3,false,false,false,false,true,false,false,false,false,false,Germany,Energy,0.0,0,0,4,Female,8.0,0.6630317405861333,true,1,false,false,1,4.0,2005.0,0.0,0
5,2,2011,Early,Later,5,1,0.0,50.0,false,true,false,false,false,false,true,false,Universita di Bologna; Universita di Roma,0.17522035816104992,1,false,false,false,0.3,false,false,false,false,true,false,false,false,false,false,Germany,Energy,0.0,0,0,4,Female,8.0,0.6630317405861333,true,2,false,false,1,3.5,2008.5,0.0,0
5,3,2011,Early,Later,4,2,0.4,50.0,false,true,false,false,false,false,true,false,Universita di Bologna; Universita di Roma,0.17522035816104992,1,false,false,false,0.3,false,false,false,false,true,false,false,false,false,false,Germany,Energy,0.0,0,0,4,Female,8.0,0.6630317405861333,true,2,false,false,1,3.5,2008.5,0.0,0
5,4,2011,Early,Later,3,2,0.0,50.0,false,true,false,false,false,false,true,false,Universita di Bologna; Universita di Roma,0.17522035816104992,1,false,false,false,0.3,false,false,false,false,true,false,false,false,false,false,Germany,Energy,0.0,0,0,4,Female,8.0,0.6630317405861333,true,2,false,false,1,3.5,2008.5,0.0,0
5,5,2011,Early,Later,2,3,1.2,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.6630317405861333,1,false,false,false,2.15,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,64.0,0.6630317405861333,true,1,false,false,2,4.0,2005.0,0.0,0
5,6,2011,Early,Later,1,3,0.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.6630317405861333,1,false,false,false,2.15,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,64.0,0.6630317405861333,true,1,false,false,2,4.0,2005.0,0.0,0
5,7,2011,Later,Later,1,4,6.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.6630317405861333,1,false,false,false,2.15,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,64.0,0.6630317405861333,true,1,false,false,2,4.0,2005.0,0.0,0
5,8,2011,Later,Later,0,4,0.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.6630317405861333,1,false,false,false,2.15,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,64.0,0.6630317405861333,true,1,false,false,2,4.0,2005.0,0.0,0
6,0,2016,Early,Early,0,1,0.05,100.0,false,false,true,false,false,true,false,false,Universita di Padova; Universita di Padova,-0.6613103347703463,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Healthcare,0.0,0,0,5,Female,,-0.6613103347703463,false,1,true,false,0,5.0,2013.0,0.0,0
7,0,2010,,,9,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,1,2010,,,8,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,2,2010,,,7,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,3,2010,,,6,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,4,2010,,,5,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,5,2010,,,4,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,6,2010,,,3,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,7,2010,,,2,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,8,2010,,,1,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
7,9,2010,,,0,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.0117510510924461,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,80.0,1,1,,,,,false,1,false,false,0,4.0,2010.0,0.0,1
8,0,2008,,,13,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,1,2008,,,12,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,2,2008,,,11,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,3,2008,,,10,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,4,2008,,,9,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,5,2008,,,8,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,6,2008,,,7,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,7,2008,,,6,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,8,2008,,,5,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,9,2008,,,4,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,10,2008,,,3,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,11,2008,,,2,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,12,2008,,,1,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,13,2008,,,0,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,0,2009,,,7,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,1,2009,,,6,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,2,2009,,,5,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,3,2009,,,4,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,4,2009,,,3,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,5,2009,,,2,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,6,2009,,,1,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,0,2001,,,11,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,1,2001,,,10,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,2,2001,,,9,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,3,2001,,,8,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,4,2001,,,7,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,5,2001,,,6,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,6,2001,,,5,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,7,2001,,,4,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,8,2001,,,3,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,9,2001,,,2,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,10,2001,,,1,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,11,2001,,,0,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
