CompanyID,Age,YearFounded,GrowthStageGroup,GrowthNextStageGroup,TimeNextStageGroup,N_Deal,TotalRaised,Percent_Females,Is_Eco,Is_Eng,Is_NS,Is_Hum,Is_SS,Is_Med,Is_Law,Is_IT,Institute,WorkExp_Idx_Mean,Total_Founders,Is_Debt,Is_SpinOff,Is_CrowdFunding,MeanMedianRoundAmount_cum,Is_Accelerator,has_Corporate,has_VentureCapital,has_PublicInvestor,has_Angel_Lead,has_Corporate_Lead,has_VentureCapital_Lead,has_Accelerator_Lead,has_PrivateEquity_Lead,has_PublicInvestor_Lead,HQCountry,PrimaryIndustrySector,SimilarityScoreMean,N_Competitors,Same_Country,Highest_Degree_CEO,Gender_CEO,MeanTotalInvestments_cum,WorkExperienceIndex_CEO,Is_Angel,Total_People,Is_Grant,has_PrivateEquity,TotalInvestors,Highest_Degree_Mean,Avg_Earliest_Year,UndisclosedAmountShare,N_Similar
5,6,2011,Early,Later,1,3,0.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.8452670267338392,1,false,false,false,0.2,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,1.0,0.8452670267338392,true,1,false,false,2,4.0,2005.0,0.0,0
5,7,2011,Later,Later,1,4,6.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.8127940179640808,1,false,false,false,0.2,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,1.0,0.8127940179640808,true,1,false,false,2,4.0,2005.0,0.0,0
5,8,2011,Later,Later,0,4,0.0,100.0,false,false,false,false,false,false,true,false,Universita di Roma,0.7780400495086987,1,false,false,false,0.2,false,false,true,false,true,false,true,false,false,false,Germany,Energy,0.0,0,0,4,Female,1.0,0.7780400495086987,true,1,false,false,2,4.0,2005.0,0.0,0
6,0,2016,Early,Early,0,1,0.05,100.0,false,false,true,false,false,false,false,false,Universita di Padova,-0.5362487705872871,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Healthcare,0.0,0,0,3,Female,,-0.5362487705872871,false,1,true,false,0,3.0,2013.0,0.0,0
7,0,2010,,,9,0,0.0,100.0,false,false,false,false,false,false,false,true,Politecnico di Milano,,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,1,2010,,,8,0,0.0,100.0,false,false,false,false,false,false,false,true,Politecnico di Milano,,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,2,2010,,,7,0,0.0,100.0,false,false,false,false,false,false,false,true,Politecnico di Milano,0.10942029843979635,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,3,2010,,,6,0,0.0,100.0,false,false,false,false,false,false,false,true,Politecnico di Milano,0.1435002913476867,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,4,2010,,,5,0,0.0,100.0,false,false,false,false,false,false,false,true,Politecnico di Milano,0.14564381625088382,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,5,2010,,,4,0,0.0,100.0,false,false,false,false,false,false,false,true,Politecnico di Milano,0.6909013992610604,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,6,2010,,,3,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,0.5904893844259043,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,7,2010,,,2,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.260759518532052,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,8,2010,,,1,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.2136701648572983,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
7,9,2010,,,0,0,0.0,100.0,true,false,false,false,false,false,false,true,Politecnico di Milano; Massachusetts Institute of Technology,1.1627646308903217,1,false,false,false,,false,false,false,false,false,false,false,false,false,false,Portugal,Information Technology,0.0,0,0,,,,,false,1,false,false,0,4.0,2010.0,0.0,0
8,0,2008,,,13,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,1,2008,,,12,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,2,2008,,,11,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,3,2008,,,10,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,4,2008,,,9,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,5,2008,,,8,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,6,2008,,,7,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,7,2008,,,6,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,8,2008,,,5,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,9,2008,,,4,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,10,2008,,,3,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,11,2008,,,2,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,12,2008,,,1,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
8,13,2008,,,0,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,0,2009,,,7,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,1,2009,,,6,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,2,2009,,,5,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,3,2009,,,4,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,4,2009,,,3,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,5,2009,,,2,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
9,6,2009,,,1,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Germany,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,0,2001,,,11,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,1,2001,,,10,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,2,2001,,,9,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,3,2001,,,8,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,4,2001,,,7,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,5,2001,,,6,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,6,2001,,,5,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,7,2001,,,4,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,8,2001,,,3,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,9,2001,,,2,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,10,2001,,,1,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
10,11,2001,,,0,0,0.0,,,,,,,,,,,,,false,false,false,,false,false,false,false,false,false,false,false,false,false,Italy,Information Technology,0.0,0,0,,,,,false,,false,false,0,,,0.0,0
