CompanyID,Age,YearFounded,GrowthStageGroup,GrowthNextStageGroup,TimeNextStageGroup,N_Deal,TotalRaised_Est,Percent_Females,Is_Eco,Is_Eng,Is_NS,Is_Hum,Is_SS,Is_Med,Is_Law,Is_IT,Institute,WorkExp_Idx_Mean,Total_Founders,Is_Debt,Is_SpinOff,Is_CrowdFunding,MeanMedianRoundAmount_cum,Is_Accelerator,has_Corporate,has_VentureCapital,has_PublicInvestor,has_Angel_Lead,has_Corporate_Lead,has_VentureCapital_Lead,has_Accelerator_Lead,has_PrivateEquity_Lead,has_PublicInvestor_Lead,HQCountry,PrimaryIndustrySector,SimilarityScoreMean,N_Competitors,Same_Country,Highest_Degree_CEO,Gender_CEO,MeanTotalInvestments_cum,WorkExperienceIndex_CEO,Is_Angel,Total_People,Is_Grant,has_PrivateEquity,TotalInvestors,Highest_Degree_Mean,Avg_Earliest_Year,N_Competitors_All,Same_Country_All,SimilarityScoreMean_All
4,2,2012,Early,Out,2,4,0.0,0.0,false,true,false,false,false,false,false,false,Columbia University; Ecole polytechnique; Institut Mines-Telecom; Stanford University; Université Paris Dauphine,0.844823630922977,1,false,false,false,,true,false,false,false,false,false,false,false,false,false,United Kingdom,Healthcare,0.0,0,0,3,Male,,-0.403355023220701,false,2,false,false,1,4.0,1985.0,0,0,90.81
4,3,2012,Early,Out,1,4,0.0,0.0,false,true,false,false,false,false,false,false,Columbia University; Ecole polytechnique; Institut Mines-Telecom; Stanford University; Université Paris Dauphine,0.844823630922977,1,false,false,false,,true,false,false,false,false,false,false,false,false,false,United Kingdom,Healthcare,0.0,0,0,3,Male,,-0.403355023220701,false,2,false,false,1,4.0,1985.0,0,0,90.81
5,0,2020,Early,Early,4,1,0.0,20.0,true,false,false,true,false,false,false,false,HEC Paris; Lund University; University of Melbourne; Eidgenössische Technische Hochschule Zürich; Delft University of Technology; Delft University of Technology; Hochschule Luzern; Hochschule Luzern; HEC Paris; NA; University of St. Gallen,-0.330675922059567,4,false,false,false,,false,false,true,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),0.0,0,0,4,Male,1.0,-0.403355023220701,false,10,false,false,2,3.375,2012.66666666667,0,0,93.68666666666667
5,1,2020,Early,Early,3,1,0.0,20.0,true,false,false,true,false,false,false,false,HEC Paris; Lund University; University of Melbourne; Eidgenössische Technische Hochschule Zürich; Delft University of Technology; Delft University of Technology; Hochschule Luzern; Hochschule Luzern; HEC Paris; NA; University of St. Gallen,-0.330675922059567,4,false,false,false,,false,false,true,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),0.0,0,0,4,Male,1.0,-0.403355023220701,false,10,false,false,2,3.375,2012.66666666667,0,0,93.68666666666667
5,2,2020,Early,Early,2,1,0.0,20.0,true,false,false,true,false,false,false,false,HEC Paris; Lund University; University of Melbourne; Eidgenössische Technische Hochschule Zürich; Delft University of Technology; Delft University of Technology; Hochschule Luzern; Hochschule Luzern; HEC Paris; NA; University of St. Gallen,-0.330675922059567,4,false,false,false,,false,false,true,true,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),0.0,0,0,4,Male,1.0,-0.403355023220701,false,10,true,false,4,3.375,2012.66666666667,0,0,93.68666666666667
5,3,2020,Early,Early,1,1,0.0,20.0,true,false,false,true,false,false,false,false,HEC Paris; Lund University; University of Melbourne; Eidgenössische Technische Hochschule Zürich; Delft University of Technology; Delft University of Technology; Hochschule Luzern; Hochschule Luzern; HEC Paris; NA; University of St. Gallen,-0.330675922059567,4,false,false,false,,false,false,true,true,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),93.51,0,0,4,Male,1.0,-0.403355023220701,false,10,true,false,4,3.375,2012.66666666667,0,0,93.68666666666667
5,4,2020,Early,Early,0,1,0.0,20.0,true,false,false,true,false,false,false,false,HEC Paris; Lund University; University of Melbourne; Eidgenössische Technische Hochschule Zürich; Delft University of Technology; Delft University of Technology; Hochschule Luzern; Hochschule Luzern; HEC Paris; NA; University of St. Gallen,-0.330675922059567,4,false,false,false,,false,false,true,true,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),93.68666666666667,0,0,4,Male,1.0,-0.403355023220701,false,10,true,false,4,3.375,2012.66666666667,0,0,93.68666666666667
6,0,2020,Early,Early,4,1,0.0,0.0,false,false,false,true,false,false,false,false,University of Copenhagen; Copenhagen Business School; New York University; Delft University of Technology; Aalborg University; Copenhagen Business School; Copenhagen Business School,-0.403355023220701,1,false,false,false,0.13960775,true,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,23.0,-0.403355023220701,false,3,false,false,1,4.33333333333333,,0,0,0.0
6,1,2020,Early,Early,3,1,0.0,0.0,false,false,false,true,false,false,false,false,University of Copenhagen; Copenhagen Business School; New York University; Delft University of Technology; Aalborg University; Copenhagen Business School; Copenhagen Business School,-0.403355023220701,1,false,false,false,0.13960775,true,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,23.0,-0.403355023220701,false,3,false,false,1,4.33333333333333,,0,0,0.0
6,2,2020,Early,Early,2,2,0.1125,0.0,false,false,false,true,false,false,false,false,University of Copenhagen; Copenhagen Business School; New York University; Delft University of Technology; Aalborg University; Copenhagen Business School; Copenhagen Business School,-0.403355023220701,1,false,false,false,0.124803875,true,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,339.0,-0.403355023220701,false,3,false,false,1,4.33333333333333,,0,0,0.0
6,3,2020,Early,Early,1,2,0.0,0.0,false,false,false,true,false,false,false,false,University of Copenhagen; Copenhagen Business School; New York University; Delft University of Technology; Aalborg University; Copenhagen Business School; Copenhagen Business School,-0.403355023220701,1,false,false,false,0.124803875,true,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,339.0,-0.403355023220701,false,3,false,false,1,4.33333333333333,,0,0,0.0
6,4,2020,Early,Early,0,2,0.0,0.0,false,false,false,true,false,false,false,false,University of Copenhagen; Copenhagen Business School; New York University; Delft University of Technology; Aalborg University; Copenhagen Business School; Copenhagen Business School,-0.403355023220701,1,false,false,false,0.124803875,true,false,false,false,false,false,false,false,false,false,Netherlands,Business Products and Services (B2B),0.0,0,0,4,Male,339.0,-0.403355023220701,false,3,false,false,1,4.33333333333333,,0,0,0.0
7,0,2012,Early,Out,6,2,0.0614065,0.0,false,true,false,false,false,false,false,false,Belarusian State University; Miami Dade College,0.340271550744088,2,false,false,false,1.541105395,false,false,false,false,false,false,false,false,false,false,Denmark,Healthcare,98.55,1,0,3,Male,2023.0,0.334659696626273,false,2,false,false,0,3.5,2004.5,1,0,98.55
7,1,2012,Early,Out,5,2,0.0,0.0,false,true,false,false,false,false,false,false,Belarusian State University; Miami Dade College,0.340271550744088,2,false,false,false,1.541105395,false,false,false,false,false,false,false,false,false,false,Denmark,Healthcare,98.55,1,0,3,Male,2023.0,0.334659696626273,false,2,false,false,0,3.5,2004.5,1,0,98.55
7,2,2012,Early,Out,4,2,0.0,0.0,false,true,false,false,false,false,false,false,Belarusian State University; Miami Dade College,0.340271550744088,2,false,false,false,1.541105395,false,false,true,false,false,false,false,false,false,false,Denmark,Healthcare,0.0,0,0,3,Male,2023.0,0.334659696626273,false,2,false,true,5,3.5,2004.5,1,0,98.55
7,3,2012,Early,Out,3,3,1.14840355,0.0,false,true,false,false,false,false,false,false,Belarusian State University; Miami Dade College,0.340271550744088,2,false,false,false,2.340343947,true,false,true,false,false,false,true,false,false,false,Denmark,Healthcare,0.0,0,0,3,Male,1301.8,0.334659696626273,true,2,false,true,8,3.5,2004.5,1,0,98.55
7,4,2012,Early,Out,2,3,0.0,0.0,false,true,false,false,false,false,false,false,Belarusian State University; Miami Dade College,0.340271550744088,2,false,false,false,2.340343947,true,false,true,false,false,false,true,false,false,false,Denmark,Healthcare,0.0,0,0,3,Male,1301.8,0.334659696626273,true,2,false,true,8,3.5,2004.5,1,0,98.55
7,5,2012,Early,Out,1,3,0.0,0.0,false,true,false,false,false,false,false,false,Belarusian State University; Miami Dade College,0.340271550744088,2,false,false,false,2.340343947,true,false,true,false,false,false,true,false,false,false,Denmark,Healthcare,0.0,0,0,3,Male,1301.8,0.334659696626273,true,2,false,true,8,3.5,2004.5,1,0,98.55
8,0,2015,Early,Out,6,1,0.42414519,0.0,true,true,false,true,false,false,false,true,Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); University of Zaragoza; Universidad Politécnica de Madrid; NA; University of Oxford; Harvard Law School; University of Wisconsin; University of Wisconsin,-0.10018134851891,3,false,false,false,,true,false,false,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),89.58,0,0,3,Male,,1.05868750271114,false,11,false,false,1,3.5,1990.33333333333,0,0,89.58
8,1,2015,Early,Out,5,2,0.39639124,0.0,true,true,false,true,false,false,false,true,Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); University of Zaragoza; National University of Distance Education; Universidad Politécnica de Madrid; NA; University of Oxford; Harvard Law School; University of Wisconsin; University of Wisconsin,-0.122319615424654,3,false,false,false,0.23773684,true,false,false,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),89.58,0,0,3,Male,8561.0,1.05868750271114,false,13,false,false,1,3.5,1995.2,0,0,89.58
8,2,2015,Early,Out,4,4,1.47411156,0.0,true,true,false,true,false,false,false,true,Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); University of Zaragoza; National University of Distance Education; NA; Universidad Politécnica de Madrid; University of Oxford; Harvard Law School; University of Wisconsin; University of Wisconsin,-0.0795715139913449,3,false,false,false,0.259533335,true,false,false,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),89.58,0,0,3,Male,4370.0,1.05868750271114,false,14,false,false,1,3.5,1995.2,0,0,89.58
8,3,2015,Early,Out,3,6,1.75375624,0.0,true,true,true,true,false,false,false,true,"Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); University of Zaragoza; National University of Distance Education; NA; Comillas Pontifical University; University of Minnesota, Twin Cities; Stanford University; University of California, Santa Barbara; American University; Johns Hopkins University; Washington & Lee University; University of North Carolina, Chapel Hill; Yale University; Yale University; Carleton College; Georgetown University; Stanford University; Universidad Politécnica de Madrid; University of Oxford; Harvard Law School; University of Wisconsin; University of Wisconsin",0.0334186430402001,3,false,false,false,0.453228902,true,false,false,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),89.58,0,0,3,Male,1848.2,1.05868750271114,false,21,false,false,1,3.76470588235294,1995.5,0,0,89.58
8,4,2015,Early,Out,2,9,2.1031271,0.0,true,true,true,true,false,false,false,true,"Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); University of Zaragoza; National University of Distance Education; NA; Comillas Pontifical University; University of Minnesota, Twin Cities; Stanford University; University of California, Santa Barbara; American University; Johns Hopkins University; Washington & Lee University; University of North Carolina, Chapel Hill; Yale University; Yale University; Carleton College; Georgetown University; Stanford University; Universidad Politécnica de Madrid; University of Oxford; Harvard Law School; University of Wisconsin; University of Wisconsin",0.0425243745400606,3,false,false,false,0.453228902,true,false,false,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),89.58,0,0,3,Male,1848.2,1.05868750271114,false,22,false,false,1,3.76470588235294,1995.5,0,0,89.58
8,5,2015,Early,Out,1,10,1.24320021,0.0,true,true,true,true,false,false,false,true,"Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); Universidad Pontificia Comillas (Comillas Pontifical University); University of Zaragoza; National University of Distance Education; NA; Comillas Pontifical University; University of Minnesota, Twin Cities; Stanford University; University of California, Santa Barbara; American University; Johns Hopkins University; Washington & Lee University; University of North Carolina, Chapel Hill; Yale University; Yale University; Carleton College; Georgetown University; Stanford University; Universidad Politécnica de Madrid; University of Oxford; Harvard Law School; University of Wisconsin; University of Wisconsin",0.0425243745400606,3,false,false,false,0.839496421666667,true,false,false,false,false,false,false,false,false,false,Denmark,Consumer Products and Services (B2C),89.58,0,0,3,Male,1547.0,1.05868750271114,false,22,false,false,1,3.76470588235294,1995.5,0,0,89.58
9,0,2018,Early,Out,7,1,0.0,16.6666666666667,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.328726647860441,3,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,87.76,0,0,3,Male,121.0,-0.0287358091793985,false,6,false,false,1,3.33333333333333,,0,0,87.595
9,1,2018,Early,Out,6,1,0.0,16.6666666666667,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.328726647860441,3,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,87.76,0,0,3,Male,121.0,-0.0287358091793985,false,6,false,false,2,3.33333333333333,,0,0,87.595
9,2,2018,Early,Out,5,1,0.0,16.6666666666667,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.328726647860441,3,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,87.76,0,0,3,Male,121.0,-0.0287358091793985,false,6,false,false,2,3.33333333333333,,0,0,87.595
9,3,2018,Early,Out,4,1,0.0,28.5714285714286,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.277660582569036,3,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,87.76,0,0,3,Male,121.0,-0.0287358091793985,false,7,false,false,2,3.33333333333333,,0,0,87.595
9,4,2018,Early,Out,3,1,0.0,33.3333333333333,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.328726647860441,2,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,87.43,0,0,3,Male,121.0,-0.0287358091793985,false,6,false,false,3,3.33333333333333,,0,0,87.595
9,5,2018,Early,Out,2,1,0.0,28.5714285714286,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.224143551991707,2,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,0.0,0,0,3,Male,121.0,-0.0287358091793985,false,7,false,false,3,3.33333333333333,,0,0,87.595
9,6,2018,Early,Out,1,1,0.0,28.5714285714286,true,true,false,false,true,false,false,false,NA; RMIT University; University of Oxford,0.224143551991707,2,false,false,false,0.3998319,true,false,false,false,false,false,false,false,false,false,Netherlands,Information Technology,0.0,0,0,3,Male,121.0,-0.0287358091793985,false,7,false,false,3,3.33333333333333,,0,0,87.595
10,0,2018,Early,Early,6,2,0.05338788,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,4,false,false,false,0.55,true,false,false,false,false,false,false,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,174.0,-0.403355023220701,false,4,false,false,1,4.0,2003.0,2,0,99.345
10,1,2018,Early,Early,5,4,0.22589884,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,4,false,false,false,0.39036345,true,false,true,false,false,false,true,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,204.5,-0.403355023220701,false,4,true,false,3,4.0,2003.0,2,0,99.345
10,2,2018,Early,Early,4,6,2.63920594,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,4,false,false,false,0.353575633333333,true,false,true,false,false,false,true,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,342.666666666667,-0.403355023220701,false,4,true,false,3,4.0,2003.0,2,0,99.345
10,3,2018,Early,Early,3,6,0.0,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,4,false,false,false,0.353575633333333,true,false,true,false,false,false,true,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,342.666666666667,-0.403355023220701,false,4,true,false,3,4.0,2003.0,2,0,99.345
10,4,2018,Early,Early,2,6,0.0,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,2,false,false,false,0.353575633333333,true,false,true,false,false,false,true,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,342.666666666667,-0.403355023220701,false,2,true,false,3,4.0,2003.0,2,0,99.345
10,5,2018,Early,Early,1,6,0.0,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,2,false,false,false,0.353575633333333,true,false,true,false,false,false,true,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,342.666666666667,-0.403355023220701,false,2,true,false,3,4.0,2003.0,2,0,99.345
10,6,2018,Early,Early,0,6,0.0,0.0,true,true,false,true,false,false,false,false,NA; University of Groningen; University of Applied Sciences; University of Applied Sciences,-0.403355023220701,2,false,false,false,0.353575633333333,true,false,true,false,false,false,true,false,false,false,United Kingdom,Consumer Products and Services (B2C),99.345,2,0,,Male,342.666666666667,-0.403355023220701,false,2,true,false,3,4.0,2003.0,2,0,99.345
11,0,2017,Early,Early,7,1,105.21977781,20.0,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo,-0.377753081684414,3,false,false,false,100.0,false,false,true,false,false,false,true,false,false,false,France,Financial Services,0.0,0,0,,Female,40.0,-0.0287358091793985,false,5,false,false,1,4.0,1989.0,0,0,0.0
11,1,2017,Early,Early,6,1,0.0,16.6666666666667,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College,0.0428578269146343,3,false,false,false,100.0,false,false,true,false,false,false,true,false,false,false,France,Financial Services,0.0,0,0,,Female,40.0,-0.0287358091793985,false,6,false,false,1,4.0,1987.0,0,0,0.0
11,2,2017,Early,Early,5,2,150.0,16.6666666666667,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College,0.0428578269146343,3,false,false,false,59.565,false,false,true,true,false,false,true,false,false,true,France,Financial Services,0.0,0,0,,Female,23.0,-0.0287358091793985,false,6,false,true,4,4.0,1987.0,0,0,0.0
11,3,2017,Early,Early,4,2,0.0,14.2857142857143,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College; Helsingin kauppakorkeakoulu; Stanford Graduate School of Business,0.0964302338737621,3,false,false,false,59.565,false,true,true,true,false,true,true,false,false,true,France,Financial Services,0.0,0,0,,Female,23.0,-0.0287358091793985,false,7,false,true,8,4.0,1987.0,0,0,0.0
11,4,2017,Early,Early,3,2,0.0,14.2857142857143,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College; Helsingin kauppakorkeakoulu; Stanford Graduate School of Business,0.0964302338737621,3,false,false,false,59.565,false,true,true,true,false,true,true,false,false,true,France,Financial Services,0.0,0,0,,Female,23.0,-0.0287358091793985,false,7,false,true,15,4.0,1987.0,0,0,0.0
11,5,2017,Early,Early,2,2,0.0,14.2857142857143,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College; Helsingin kauppakorkeakoulu; Stanford Graduate School of Business,0.0964302338737621,3,false,false,false,59.565,false,true,true,true,false,true,true,false,false,true,France,Financial Services,0.0,0,0,,Female,23.0,-0.0287358091793985,false,7,false,true,16,4.0,1987.0,0,0,0.0
11,6,2017,Early,Early,1,2,0.0,14.2857142857143,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College; Helsingin kauppakorkeakoulu; Stanford Graduate School of Business,0.0964302338737621,3,false,false,false,59.565,false,true,true,true,false,true,true,false,false,true,France,Financial Services,0.0,0,0,,Female,23.0,-0.0287358091793985,true,7,true,true,18,4.0,1987.0,0,0,0.0
11,7,2017,Early,Early,0,2,0.0,14.2857142857143,true,false,false,true,false,false,false,false,NA; Emerson College; The American University in Cairo; Helsingin kauppakorkeakoulu; Davidson College; Helsingin kauppakorkeakoulu; Stanford Graduate School of Business,0.0964302338737621,3,false,false,false,59.565,false,true,true,true,false,true,true,false,false,true,France,Financial Services,0.0,0,0,,Female,23.0,-0.0287358091793985,true,7,true,true,19,4.0,1987.0,0,0,0.0
12,0,2017,Early,Early,7,2,0.0,0.0,true,false,false,false,false,false,false,false,Ecole polytechnique; NA,0.938762476198078,2,false,false,false,0.075,false,false,false,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,156.0,1.91748446981119,false,2,false,false,1,4.0,2003.0,2,0,98.37
12,1,2017,Early,Early,6,3,0.0,0.0,true,false,false,false,false,false,false,false,Ecole polytechnique; NA; HEC Paris; Bowdoin College; ESSEC Business School,0.206171077707945,2,false,false,false,0.2125,false,false,false,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,293.0,1.91748446981119,false,5,false,false,1,4.0,2005.75,2,0,98.37
12,2,2017,Early,Early,5,3,0.0,0.0,true,false,false,false,false,false,false,false,Ecole polytechnique; NA; HEC Paris; Bowdoin College; ESSEC Business School; Université Paris Dauphine,0.218240958458935,2,false,false,false,0.2125,false,false,false,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,293.0,1.91748446981119,false,6,false,false,1,4.0,2005.75,2,0,98.37
12,3,2017,Early,Early,4,6,0.2289466,0.0,true,false,false,false,false,false,false,false,NA; HEC Paris; Bowdoin College; ESSEC Business School; Université Paris Dauphine,0.269881053633728,1,false,false,false,0.175,false,false,false,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,371.666666666667,1.91748446981119,false,5,false,false,1,4.0,2006.66666666667,2,0,98.37
12,4,2017,Early,Early,3,7,0.567,0.0,true,false,false,false,false,false,false,false,NA; HEC Paris; Bowdoin College; ESSEC Business School; Université Paris Dauphine,0.269881053633728,1,false,false,false,0.29875,false,false,true,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,285.75,1.91748446981119,false,5,false,false,2,4.0,2006.66666666667,2,0,98.37
12,5,2017,Early,Early,2,8,0.05,0.0,true,false,false,false,false,false,false,false,NA; ESSEC Business School; Université Paris Dauphine,0.347341196395918,1,false,false,false,0.251,false,false,true,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,238.0,1.91748446981119,false,4,false,false,2,4.0,2008.5,2,0,98.37
12,6,2017,Early,Early,1,9,0.0,0.0,true,false,false,false,false,false,false,false,NA; ESSEC Business School; Université Paris Dauphine,0.347341196395918,1,false,false,false,0.251,false,false,true,false,false,false,false,false,false,false,United Kingdom,Information Technology,98.37,2,0,4,Male,238.0,1.91748446981119,false,4,false,false,2,4.0,2008.5,2,0,98.37
